"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"87675106","Bepantol Baby 60g+ WIPE 48 Promo BR","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Brazil [BR]","Brazil","LATAM","PROMO","1","Piece [PCE]","10/22/2020 03:18:48 PM CEST","2020","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  41 ","  36 ","  38 ","SG (Sales Goods)","PROMO","1","Piece [PCE]","VI","X","NO","Semi-solid|Ointment","Yes"
"87675106","Bepantol Baby 60g+ WIPE 48 Promo BR","1614780","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","PROMO","1","Piece [PCE]","10/22/2020 03:18:48 PM CEST","2020","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  41 ","  36 ","  38 ","SG (Sales Goods)","PROMO","1","Piece [PCE]","VI","X","NO","Semi-solid|Ointment","Yes"
"87926540","Tabcin EF Gripe y Tos CAPS BLI 12 CEA","1611364","Cough & Cold","Monograph","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","12/07/2020 10:14:17 PM CET","2020","NO","Cough & Cold","ALKA-SELTZER PLUS","1611364","ALKA SELTZER PLUS Cold & Cough Soft Gelatine Capsules - BLM (purple) ","Solid|Capsule|Soft Gelatine Capsules","  40 ","0","  35 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87640795","Redoxon AOX TAEF TUR 3x10 MX","1611555","Nutritionals","Food;Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Tube Rigid","10","Piece [PCE]","10/23/2020 01:04:03 AM CEST","2020","YES","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  103 ","  97 ","  184 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"87640809","Desenfriol-ito Plus TACH  BLI 2x24 MX","1614222","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","24","Piece [PCE]","10/23/2020 02:25:50 AM CEST","2020","YES","Cough & Cold","DESENFRIOL","1614222","DESENFRIOL Plus Chewable Tablets","Solid|Tablet|Chewable","  82 ","  72 ","  64 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"87674517","Tabcin Pods C&C CAPS BLI 12 CEA","1614640","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Costa Rica [CR];Honduras [HN];Panama [PA];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","10/27/2020 08:51:10 PM CET","2020","NO","Cough & Cold","TABCIN","1614640","TABCIN Cold & Cough LG (Purple) Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  398 ","  289 ","  78 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690555","Tabcin Pods C&C CAPS BLI 60 CEA","1614640","Cough & Cold","Pharma","Active","Active","Yes","Guatemala [GT];El Salvador [SV];Dom. Rep.[DO];Honduras [HN];Costa Rica [CR];Panama [PA];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","10/27/2020 08:51:13 PM CET","2020","NO","Cough & Cold","TABCIN","1614640","TABCIN Cold & Cough LG (Purple) Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  91 ","  47 ","  74 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690563","Tabcin Pods Night CAPS BLI 60 CEA","1614641","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Costa Rica [CR];Honduras [HN];Panama [PA];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","10/27/2020 08:51:15 PM CET","2020","NO","Cough & Cold","TABCIN","1614641","TABCIN Cold & Flu Night Powergels Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  487 ","  656 ","  132 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690598","Tabcin Pods Night CAPS BLI 12 CEA","1614641","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Costa Rica [CR];Honduras [HN];Panama [PA];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","10/27/2020 08:51:17 PM CET","2020","NO","Cough & Cold","TABCIN","1614641","TABCIN Cold & Flu Night Powergels Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  264 ","  330 ","  69 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690601","Tabcin Pods Day CAPS BLI 60 CEA","1614682","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Panama [PA];Costa Rica [CR];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","10/27/2020 08:51:19 PM CET","2020","NO","Cough & Cold","TABCIN","1614682","TABCIN Cold & Flu Day Powergels Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  269 ","  392 ","  63 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"88371747","Bepanthen NR 5% OINT TUF 100g AR","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Argentina [AR]","Argentina","LATAM","Tube Flexible","100","Gram [G]","07/01/2021 08:16:29 PM CEST","2021","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  100 ","  20 ","0","SG (Sales Goods)","Tube Flexible","100","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"88387856","Alka Seltzer TAEF 4x60T SpecialPrice CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","PROMO","60","Piece [PCE]","07/02/2021 04:50:38 AM CEST","2021","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  26 ","  5 ","  22 ","SG (Sales Goods)","PROMO","60","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88043073","Bepantol Derma Solucao 5% 50Ml BT Rfm BR","1614677","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Bottle","50","Millilitre [ML]","02/10/2021 07:00:53 PM CET","2021","NO","Dermatology","BEPANTHOL","1614677","BEPANTHOL Solution","Liquid|Cutaneous Solution","  347 ","0","0","SG (Sales Goods)","Bottle","50","Millilitre [ML]","IX","","NO","Liquid|Cutaneous Solution","No"
"88326792","Aspirin 500mg GRAN SACH 10 MX","1600221","Analgesics","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Sachet","10","Piece [PCE]","06/01/2021 09:58:45 AM CEST","2021","NO","Analgesics","ASPIRIN PAIN","1600221","ASPIRIN PAIN Effect 500 mg Plain Granules","Solid|Granule|Plain","  205 ","0","0","4P (Planning purposes)","Sachet","10","Piece [PCE]","IX","","NO","Solid|Granule|Plain","No"
"88572122","GYNOCANESTEN VAG 1% CREMA TUBO X50G PE","1600085","Dermatology","Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Tube Flexible","50","Gram [G]","06/02/2021 11:32:14 PM CEST","2021","NO","Dermatology","CANESTEN GYNE","1600085","CANESTEN GYNE 1 % Cream","Semi-solid|Cream","  112 ","0","  68 ","SG (Sales Goods)","Tube Flexible","50","Gram [G]","VI","X","NO","Semi-solid|Cream","No"
"88334418","Redoxon Orange TAEF TUR 10 Food AR/PY","1600106","Nutritionals","Pharma","Active","Active","No","Argentina [AR]","Argentina","LATAM","Tube Rigid","10","Piece [PCE]","06/04/2021 02:06:25 PM CEST","2021","NO","Nutritionals","REDOXON","1600106","REDOXON Orange 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  26 ","  51 ","0","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88371720","Bepanthen NR 5% OINT TUF 30 AR","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Argentina [AR]","Argentina","LATAM","Tube Flexible","30","Piece [PCE]","07/01/2021 08:16:23 PM CEST","2021","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  63 ","  40 ","0","SG (Sales Goods)","Tube Flexible","30","Piece [PCE]","IX","","NO","Semi-solid|Ointment","No"
"87898350","Clarityne Cort SOLU BT 60ml CEA","1612185","Allergy","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Trinidad and Tobago [TT];Dom. Rep.[DO];Panama [PA];Honduras [HN];Costa Rica [CR];Jamaica [JM];Nicaragua [NI]","Centro / Caribe","LATAM","Bottle","60","Millilitre [ML]","12/14/2020 02:10:13 PM CET","2020","NO","Allergy","CLARITIN","1612185","CLARITIN Celestamin Solution","Liquid|Oral Solution","  2 ","0","0","SG (Sales Goods)","Bottle","60","Millilitre [ML]","VIII","X","NO","Liquid|Oral Solution","No"
"88656423","Tabcin Cold and Cough TAEF BLI 60 CEA","1600073","Cough & Cold","Pharma","Active","Active","No","Costa Rica [CR];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","11/26/2021 09:16:29 PM CET","2021","NO","Cough & Cold","TABCIN","1600073","TABCIN Gripe Effervescent Tablet","Solid|Tablet|Effervescent","  1,245 ","  1,157 ","  517 ","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88725646","Tabcin Formula Mejorada TAEF SACH 12 PA","1600074","Cough & Cold","Pharma","Active","Active","No","Panama [PA]","Centro / Caribe","LATAM","Sachet","12","Piece [PCE]","11/26/2021 09:20:45 PM CET","2021","NO","Cough & Cold","TABCIN","1600074","TABCIN Adultos Form. Mejorada Effervescent Tablet","Solid|Tablet|Effervescent","  133 ","  153 ","  83 ","SG (Sales Goods)","Sachet","12","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88650999","Tabcin Formula Mejorada TAEF SACH 72 CEA","1600074","Cough & Cold","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Sachet","72","Piece [PCE]","11/26/2021 09:25:13 PM CET","2021","NO","Cough & Cold","TABCIN","1600074","TABCIN Adultos Form. Mejorada Effervescent Tablet","Solid|Tablet|Effervescent","  216 ","  256 ","  105 ","SG (Sales Goods)","Sachet","72","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88659414","Tabcin Ninos TAEF SACH 12 CEA","1600071","Cough & Cold","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Sachet","12","Piece [PCE]","11/26/2021 09:30:51 PM CET","2021","NO","Cough & Cold","TABCIN","1600071","TABCIN Ninos Effervescent Tablet","Solid|Tablet|Effervescent","  87 ","  75 ","  27 ","SG (Sales Goods)","Sachet","12","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88651049","Tabcin Ninos TAEF SACH 60 CEA","1600071","Cough & Cold","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Sachet","60","Piece [PCE]","11/26/2021 09:40:15 PM CET","2021","NO","Cough & Cold","TABCIN","1600071","TABCIN Ninos Effervescent Tablet","Solid|Tablet|Effervescent","  219 ","  271 ","  80 ","SG (Sales Goods)","Sachet","60","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88585798","Alka Seltzer Direct TAEF SACH 12 CEA","1614017","Digestive Health","Monograph;Pharma","Active","Active","No","El Salvador [SV];Barbados [BB];Dom. Rep.[DO];Haiti [HT];Nicaragua [NI];Jamaica [JM];Guatemala [GT];Curaçao [CW];Trinidad and Tobago [TT];Bahamas [BS];Belize [BZ];Aruba [AW];Panama [PA];Costa Rica [CR];Honduras [HN]","Centro / Caribe","LATAM","Sachet","12","Piece [PCE]","10/22/2021 08:58:59 AM CEST","2021","NO","Digestive Health","ALKA-SELTZER","1614017","ALKA-SELTZER Extra Strength Effervescent tablet","Solid|Tablet|Effervescent","  57 ","  21 ","0","SG (Sales Goods)","Sachet","12","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","No"
"88619099","Cardioaspirina 100mg TAEC BLI 50 CL","1610075","Cardio","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","50","Piece [PCE]","10/07/2021 04:31:40 PM CEST","2021","NO","Cardio","ASPIRIN CARDIO","1610075","ASPIRIN CARDIO 100 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  401 ","  462 ","0","SG (Sales Goods)","Blister","50","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"88650948","Tabcin Cold and Cough TAEF BLI 12 CEA","1600073","Cough & Cold","Pharma","Active","Active","No","Costa Rica [CR];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","11/26/2021 09:10:24 PM CET","2021","NO","Cough & Cold","TABCIN","1600073","TABCIN Gripe Effervescent Tablet","Solid|Tablet|Effervescent","  153 ","  141 ","  67 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88427696","Acid Mantle Tattoo 5% OINT TUF 30g CO","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Tube Flexible","30","Gram [G]","08/09/2021 10:17:13 AM CEST","2021","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  173 ","0","0","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"88326660","Acid Mantle Baby 5% OINT TUF 30g SCCO","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Tube Flexible","30","Gram [G]","06/01/2021 04:54:05 AM CEST","2021","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  0 ","  60 ","  14 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","","","NO","Semi-solid|Ointment","No"
"88473221","Berocca Performance TAEF TUR 10 PE","1600293","Nutritionals","Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Tube Rigid","10","Piece [PCE]","06/03/2021 12:18:34 AM CEST","2021","NO","Nutritionals","BEROCCA","1600293","BEROCCA Ca & Mg, Zn Effervescent Tablet","Solid|Tablet|Effervescent","  22 ","0","0","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"88353420","Bepantol 5% CREA TUF 30g Promo BR","1600188","Dermatology","Cosmetic;Pharma","Active","Active","No","Brazil [BR]","Brazil","LATAM","Tube Flexible","30","Gram [G]","06/17/2021 03:23:48 PM CEST","2021","YES","Dermatology","BEPANTHEN","1600188","BEPANTHEN 5 % Cream","Semi-solid|Cream","  39 ","  47 ","  71 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"88251733","Acid Mantle Baby5%OINT TUF100g +Card CO","1600198","Dermatology","Cosmetic;Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Tube Flexible","100","Gram [G]","04/08/2021 07:43:12 PM CEST","2021","YES","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  168 ","  177 ","  150 ","SG (Sales Goods)","Tube Flexible","100","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"88251539","Mexsana AB SPRA 520ml+Mexsana AB180ml CO","1613916","Dermatology","Cosmetic","Active","Active","No","Colombia [CO]","Colombia","LATAM","PROMO","3","Piece [PCE]","04/08/2021 11:28:48 PM CEST","2021","YES","Dermatology","MEXSANA","1613916","MEXSANA Foot Spray Lady","Liquid|Cutaneous spray, solution","  58 ","  18 ","  43 ","SG (Sales Goods)","PROMO","3","Piece [PCE]","I","X","NO","Liquid|Cutaneous spray, solution","No"
"88283813","Aleve Liqui-Gels 200mg CAPS STP 24 CEA","1601238","Analgesics","Pharma","Active","Active","No","Guatemala [GT];Honduras [HN];El Salvador [SV]","Centro / Caribe","LATAM","Strip pack","24","Piece [PCE]","04/21/2021 09:12:01 PM CEST","2021","NO","Analgesics","ALEVE","1601238","ALEVE  200 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  102 ","  113 ","  56 ","SG (Sales Goods)","Strip pack","24","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87675033","Cardioaspirin 81mg TAEC STP 48 CEA","1600032","Cardio","Pharma","Active","Active","No","Costa Rica [CR];Curaçao [CW];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN]","Centro / Caribe","LATAM","Strip pack","48","Piece [PCE]","10/09/2020 08:37:48 PM CEST","2020","NO","Cardio","ASPIRIN CARDIO","1600032","ASPIRIN CARDIO 81 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  128 ","  98 ","  77 ","SG (Sales Goods)","Strip pack","48","Piece [PCE]","IX","","NO","Solid|Tablet|Enteric-coated","No"
"87675084","Aspirin Cardio 81mg TAEC STP 48 NI","1600032","Cardio","Pharma","Active","Active","No","Nicaragua [NI]","Centro / Caribe","LATAM","Strip pack","48","Milligram [MG]","10/09/2020 09:01:17 PM CEST","2020","NO","Cardio","ASPIRIN CARDIO","1600032","ASPIRIN CARDIO 81 mg Enteric-coated Tablet","Solid|Tablet|Enteric-coated","  6 ","  5 ","  5 ","SG (Sales Goods)","Strip pack","48","Milligram [MG]","VIII","X","NO","Solid|Tablet|Enteric-coated","No"
"87690628","Tabcin Pods Day CAPS BLI 12 CEA","1614682","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Honduras [HN];Panama [PA];Costa Rica [CR];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","10/27/2020 08:51:21 PM CET","2020","NO","Cough & Cold","TABCIN","1614682","TABCIN Cold & Flu Day Powergels Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  149 ","  269 ","  36 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690636","Tabcin Pods Phlegm&Cong CAPS  BLI 12 CEA","1614683","Cough & Cold","Pharma","Active","Active","Yes","El Salvador [SV];Guatemala [GT];Dom. Rep.[DO];Panama [PA];Costa Rica [CR];Honduras [HN];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","10/27/2020 08:51:23 PM CET","2020","NO","Cough & Cold","TABCIN","1614683","TABCIN Cough, Mucus, & Congestion (Red) Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  56 ","  57 ","0","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87690644","Tabcin Pods Phlegm&Cong CAPS BLI 60 CEA","1614683","Cough & Cold","Pharma","Active","Active","Yes","Guatemala [GT];El Salvador [SV];Dom. Rep.[DO];Honduras [HN];Panama [PA];Costa Rica [CR];Nicaragua [NI]","Centro / Caribe","LATAM","Blister","60","Piece [PCE]","10/27/2020 08:51:26 PM CET","2020","NO","Cough & Cold","TABCIN","1614683","TABCIN Cough, Mucus, & Congestion (Red) Soft Gelatine Capsule","Solid|Capsule|Soft Gelatine Capsules","  58 ","  55 ","0","SG (Sales Goods)","Blister","60","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"87757439","Canesten Vag 2% CREA TUF 20g PA","1600012","Dermatology","Pharma","Active","Active","No","Panama [PA]","Centro / Caribe","LATAM","Tube Flexible","20","Gram [G]","11/03/2020 12:30:07 AM CET","2020","YES","Dermatology","CANESTEN GYNE","1600012","CANESTEN GYNE 2 % Cream","Semi-solid|Cream","  18 ","  9 ","  12 ","SG (Sales Goods)","Tube Flexible","20","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"87887340","Afrin No Drip 0.5mg SOLU SPH 2x15ml MX","1611974","Cough & Cold","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Spray Head","15","Millilitre [ML]","12/09/2020 08:01:39 AM CET","2020","NO","Cough & Cold","AFRIN","1611974","AFRIN No-Drip Menthol Severe Congestion 0.05% Nasal Spray Solution","Liquid|Nasal spray, solution","  58 ","0","0","SG (Sales Goods)","Spray Head","15","Millilitre [ML]","IX","","NO","Liquid|Nasal spray, solution","No"
"89515017","Bepanthen Balm CREA TUF 200ml MX","1614319","Dermatology","Cosmetic","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Tube Flexible","200","Millilitre [ML]","11/02/2022 08:02:47 AM CET","2022","NO","Dermatology","BEPANTHOL","1614319","BEPANTHOL Body Balm","Semi-solid|Cream","  20 ","0","0","SG (Sales Goods)","Tube Flexible","200","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"88715721","Bepanthen LOTI BT 400ml EC/PE","1614317","Dermatology","Cosmetic","Active","Active","Yes","Ecuador [EC];Peru [PE]","Mexico","LATAM","Bottle","400","Millilitre [ML]","12/22/2021 01:21:34 PM CET","2021","NO","Dermatology","BEPANTHOL","1614317","BEPANTHOL Body Emulsion","Liquid|Emulsion","  31 ","  63 ","0","SG (Sales Goods)","Bottle","400","Millilitre [ML]","IX","","NO","Liquid|Emulsion","No"
"88715764","Bepanthen Face Noc CREA BT 50ml EC/PE","1614323","Dermatology","Cosmetic","Active","Active","Yes","Ecuador [EC];Peru [PE]","Mexico","LATAM","Bottle","50","Millilitre [ML]","12/22/2021 01:27:09 PM CET","2021","NO","Dermatology","BEPANTHOL","1614323","BEPANTHOL Face Night Cream","Semi-solid|Cream","  35 ","  32 ","0","SG (Sales Goods)","Bottle","50","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"88768450","Acid Mantle Body LOTI BT 400ml CO","1614317","Dermatology","Cosmetic","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Bottle","400","Millilitre [ML]","01/21/2022 07:51:01 AM CET","2022","NO","Dermatology","BEPANTHOL","1614317","BEPANTHOL Body Emulsion","Liquid|Emulsion","  35 ","  53 ","0","SG (Sales Goods)","Bottle","400","Millilitre [ML]","VI","X","NO","Liquid|Emulsion","No"
